Date,SPY,TLT,ForecastVol_SPY,ForecastVol_TLT,EstimatedCVaR,ExpectedMonthlyReturn,Score
2011-01-31,0.7000000000000002,0.2999999999999998,0.0262290819549208,0.05237008537791655,0.05296604973129268,0.017937316331589917,-0.0617117582653491
2011-02-28,0.45000000000000007,0.5499999999999999,0.0388293650464072,0.04375995776691528,0.059223172035817034,0.006439848177503381,-0.08289490987622217
2011-03-31,0.40000000000000013,0.5999999999999999,0.039922323781536186,0.037395738173408966,0.054737292543555006,0.006120054123072241,-0.07608588469226027
2011-04-29,0.3500000000000001,0.6499999999999999,0.040328384156133164,0.03619108464630635,0.05310989445542707,0.0012659804792363848,-0.07849886120390422
2011-05-31,0.45000000000000007,0.5499999999999999,0.03294861932708216,0.03623584747855996,0.049918293160631115,0.008242600781321646,-0.06683483895962503
2011-06-30,0.3500000000000001,0.6499999999999999,0.037491728247093514,0.03341488017851643,0.04929327207337677,0.00897219507975974,-0.06516771303030541
2011-07-29,0.25000000000000006,0.75,0.046754274099464734,0.03941430565831153,0.05811481329511401,0.004972014620267184,-0.08240020532240384
2011-08-31,0.3500000000000001,0.6499999999999999,0.04715524931061604,0.052128056260374915,0.07113805586775085,0.008767803805723359,-0.09813927999590293
2011-09-30,0.20000000000000004,0.7999999999999999,0.09556980038230306,0.07784025877470953,0.11018834585160504,0.015979142537703626,-0.14960337623970393
2011-10-31,0.25000000000000006,0.75,0.09393634297693973,0.08268940316312819,0.11091956683023736,0.02240050867688728,-0.14407884156846876
2011-11-30,0.30000000000000004,0.7,0.09008628226227705,0.09781565503286388,0.12199366470505768,0.018760214594455833,-0.16433028246313067
2011-12-30,0.15000000000000002,0.85,0.10661400355596058,0.05870203398100427,0.10091526457284865,0.025436511417163583,-0.12623638544210938
2012-01-31,0.30000000000000004,0.7,0.05479888934280245,0.05236187426465644,0.06720084675555457,0.024708232141400478,-0.07639303799193137
2012-02-29,0.6000000000000002,0.3999999999999998,0.030558113649791906,0.046307552194737915,0.02837066966707213,0.01565773624877488,-0.027498268251833314
2012-03-30,0.6500000000000001,0.34999999999999987,0.02821239561289391,0.04013515034632643,0.015454761770718955,0.01710553149247689,-0.006176611163601541
2012-04-30,0.6500000000000001,0.34999999999999987,0.032374773522492434,0.05056147585795068,0.019364020804427767,0.016579193607076298,-0.01246683759956535
2012-05-31,0.5000000000000001,0.4999999999999999,0.0379673978512711,0.03664923386711632,0.018661754022679413,0.0136547233359064,-0.014637907698112717
2012-06-29,0.5500000000000002,0.44999999999999984,0.04182162374726851,0.04950961098965016,0.021994207117893582,0.013927433412417641,-0.01916387726442273
2012-07-31,0.40000000000000013,0.5999999999999999,0.06775573267027339,0.04699407720034672,0.027359615994147667,0.013296834747381858,-0.028042589243839643
2012-08-31,0.45000000000000007,0.5499999999999999,0.04644428266920768,0.041144609762882506,0.022096663927873305,0.014077061920680907,-0.019167933971129047
2012-09-28,0.6000000000000002,0.3999999999999998,0.029649571650629893,0.043666646065414115,0.017521250046319062,0.012690645144611063,-0.01389122992486753
2012-10-31,0.5500000000000002,0.44999999999999984,0.03461283608800758,0.0408777047225274,0.01847680087595527,0.01254856649607346,-0.015266634817859448
2012-11-30,0.5500000000000002,0.44999999999999984,0.03439284631833453,0.04406004225359604,0.018582355234219618,0.007961780093630192,-0.019911752757699235
2012-12-31,0.45000000000000007,0.5499999999999999,0.0370231993291432,0.03282066328119072,0.016373362549469538,0.007425363055371853,-0.01733468076883245
2013-01-31,0.5000000000000001,0.4999999999999999,0.048632697597565555,0.049028412553398446,0.02264845065476223,0.0055050274336538585,-0.028567648548489488
2013-02-28,0.6000000000000002,0.3999999999999998,0.02763421154352756,0.035733717091764684,0.013729776981752189,0.004952811008728707,-0.015841854463899574
2013-03-28,0.45000000000000007,0.5499999999999999,0.04206605393187977,0.03794821820423044,0.01671230128276132,0.0036653980370563877,-0.021703053887085592
2013-04-30,0.5500000000000002,0.44999999999999984,0.030492113378603934,0.03571150070126629,0.01417512820032561,0.006631892751522435,-0.01483079954896598
2013-05-31,0.45000000000000007,0.5499999999999999,0.03614105483592398,0.03426894277790299,0.015277467323099878,0.010994634154475217,-0.012121566830174601
2013-06-28,0.5500000000000002,0.44999999999999984,0.04248136081261611,0.04667070543862486,0.019736939857393793,0.008503115927689884,-0.02130229385840081
2013-07-31,0.5500000000000002,0.44999999999999984,0.04512503777431814,0.04593937800793778,0.02884953006466734,0.005527945172026194,-0.03774634992497482
2013-08-30,0.6500000000000001,0.34999999999999987,0.025322562607235585,0.04106339565326101,0.01994399583656575,0.008830584164572327,-0.021285409590276295
2013-09-30,0.6000000000000002,0.3999999999999998,0.03440604588456706,0.04099811367787824,0.027056510756137964,0.002125818860114632,-0.038558947274092314
2013-10-31,0.6000000000000002,0.3999999999999998,0.030783123166519304,0.03644378065578622,0.024838201982082284,0.002907283776037801,-0.03435001919708563
2013-11-29,0.6000000000000002,0.3999999999999998,0.029422787848040678,0.031218428376411027,0.02363313409141184,0.00489850153231375,-0.030551199604804014
2013-12-31,0.6500000000000001,0.34999999999999987,0.025360429436946937,0.036687805778020104,0.02226366562554639,0.008003176205343857,-0.025492322232975727
2014-01-31,0.6000000000000002,0.3999999999999998,0.02890192302852427,0.03524054767754788,0.023799501870189088,0.009927036445104238,-0.025872216360179393
2014-02-28,0.5000000000000001,0.4999999999999999,0.04131067858260643,0.03360328369962798,0.02833424351159225,0.00714497519044778,-0.03555639007694059
2014-03-31,0.6000000000000002,0.3999999999999998,0.02706071517896525,0.030200118358456797,0.021915088657759863,0.013955635706102093,-0.0191169972805377
2014-04-30,0.5500000000000002,0.44999999999999984,0.03304039469803795,0.03322512811013777,0.024893434601363937,0.010826837351877651,-0.026613314550168254
2014-05-30,0.5500000000000002,0.44999999999999984,0.02969674355480535,0.02949617286250595,0.022337975836854432,0.008561538309526728,-0.024945425445754923
2014-06-30,0.5500000000000002,0.44999999999999984,0.02645048720073191,0.030973424442810704,0.02172328593023384,0.012208161801998043,-0.020376767093352715
2014-07-31,0.6000000000000002,0.3999999999999998,0.02304883257746996,0.030445496609617106,0.019759660701651503,0.014315735377479866,-0.015423755674997389
2014-08-29,0.40000000000000013,0.5999999999999999,0.05372974565569292,0.03279884068564605,0.034963684495996086,0.011561640815688019,-0.041283885928306105
2014-09-30,0.6500000000000001,0.34999999999999987,0.02408610566754072,0.029866584538221115,0.022792257774339277,0.01591726804398958,-0.018771118617519338
2014-10-31,0.6000000000000002,0.3999999999999998,0.03305410673556291,0.032473287971333684,0.029857003308512202,0.011965223183361347,-0.03292028177940695
2014-11-28,0.5000000000000001,0.4999999999999999,0.040508346738932166,0.03152612911049608,0.03350495755809854,0.012458836686549813,-0.037998599650598
2014-12-31,0.6500000000000001,0.34999999999999987,0.024130645149669023,0.029028043076596444,0.023711776993587095,0.014089642007422371,-0.021778023482958275
2015-01-30,0.5500000000000002,0.44999999999999984,0.037597894698325404,0.03570784138637361,0.03408754483631284,0.015048268467124088,-0.03628304878734517
2015-02-27,0.5000000000000001,0.4999999999999999,0.04684901717813168,0.04447482131452859,0.041856408302795696,0.019282772550390615,-0.04360183990380294
2015-03-31,0.7000000000000002,0.2999999999999998,0.02609367588592101,0.04359507625076225,0.02818721288594331,0.01281318729105264,-0.02986763203786233
2015-04-30,0.6000000000000002,0.3999999999999998,0.03929394331872798,0.043117149526803566,0.03668664801920605,0.013368897031682394,-0.04186107499712668
2015-05-29,0.6000000000000002,0.3999999999999998,0.0361639697733301,0.04013845160179937,0.03460365030624469,0.01074898109308868,-0.04115649436627836
2015-06-30,0.7000000000000002,0.2999999999999998,0.03242026093931824,0.046956827847963345,0.03567654485812285,0.006415084630971877,-0.047299732656212394
2015-07-31,0.7000000000000002,0.2999999999999998,0.03701567344914303,0.05009481710835762,0.04040978267899344,0.0002857352176533466,-0.06032893880083681
2015-08-31,0.7500000000000002,0.24999999999999978,0.02854282883516472,0.044534291956529665,0.03283264910091471,0.005500711832395066,-0.043848261818977004
2015-09-30,0.45000000000000007,0.5499999999999999,0.05509879025092998,0.04348514931504973,0.05211187045255359,-0.0032660964131833808,-0.08203390209201378
2015-10-30,0.3500000000000001,0.6499999999999999,0.06067863400756565,0.044708493685777104,0.06206887035157155,-0.00400944112699313,-0.09731274665435045
2015-11-30,0.5500000000000002,0.44999999999999984,0.03139305546058953,0.039001983218184585,0.0427748814842843,0.0020497553989720693,-0.06251256682745439
2015-12-31,0.5500000000000002,0.44999999999999984,0.027549217097497455,0.031481406183568754,0.036075693420117336,0.0018414990696810052,-0.052272041060494996
2016-01-29,0.45000000000000007,0.5499999999999999,0.0412357748618785,0.03813123343396091,0.04886400775649111,0.002434892248102244,-0.07106111938663442
2016-02-29,0.25000000000000006,0.75,0.07264990815118996,0.03774472349206594,0.057609998620829314,0.0013664246934302917,-0.08544857323781367
2016-03-31,0.45000000000000007,0.5499999999999999,0.040652384389382464,0.038758511341699026,0.046371464632452675,0.003489090679091396,-0.06646810626958762
2016-04-29,0.6000000000000002,0.3999999999999998,0.027472346218708255,0.03685218177574687,0.03593264126206775,0.009210178388384707,-0.044988783504716925
2016-05-31,0.5500000000000002,0.44999999999999984,0.030303809284439005,0.033107866438270676,0.03695495126350649,0.0034175377473203766,-0.05211488914793936
2016-06-30,0.5500000000000002,0.44999999999999984,0.02830008442649744,0.0314026261715288,0.03298040921734749,0.006179814846361714,-0.04329079897965952
2016-07-29,0.30000000000000004,0.7,0.06546352104058781,0.039328846868755485,0.054978527662713175,0.016852913375742136,-0.06611487811832764
2016-08-31,0.6500000000000001,0.34999999999999987,0.023394569997086802,0.03873902060412844,0.03133180444206473,0.015371534214370175,-0.03232617244872692
2016-09-30,0.6000000000000002,0.3999999999999998,0.024260867124739002,0.03520344267937398,0.031210960941793785,0.014229772835411459,-0.03268666857727922
2016-10-31,0.5000000000000001,0.4999999999999999,0.035449454884905814,0.03501924534357109,0.038458063666318994,0.010326352659873306,-0.04756074283960519
2016-11-30,0.6000000000000002,0.3999999999999998,0.02385806406489698,0.031996783465528186,0.030074046939362716,0.0054463904056025764,-0.0398646800034415
2016-12-30,0.6500000000000001,0.34999999999999987,0.025801616289140544,0.043772158202485964,0.03463275217226054,0.0021807688063881945,-0.049868359452002624
2017-01-31,0.6000000000000002,0.3999999999999998,0.02742061336658921,0.03747772525614971,0.03341046679880633,0.0007053213245922993,-0.04951037887361721
2017-02-28,0.6000000000000002,0.3999999999999998,0.02546220967938733,0.03645898000215891,0.031783035580150276,0.00108476971390788,-0.04658978365631754
2017-03-31,0.6500000000000001,0.34999999999999987,0.023160808738366304,0.03416144960214952,0.030144332704396055,0.006385229594622261,-0.038931269461971826
2017-04-28,0.6000000000000002,0.3999999999999998,0.024647213044543554,0.03359498266352287,0.03032260259483914,0.003405169926851249,-0.042178733965407465
2017-05-31,0.6000000000000002,0.3999999999999998,0.025483834208114797,0.03364133166275247,0.031062092500715545,0.007275861702840844,-0.03931727704823248
2017-06-30,0.6000000000000002,0.3999999999999998,0.02320512082344759,0.031453735715831856,0.028638441746386425,0.010386239263212825,-0.03257142335636681
2017-07-31,0.5500000000000002,0.44999999999999984,0.029038539490046436,0.03205196465129151,0.03278342784389967,0.009165224976851832,-0.04010991678899767
2017-08-31,0.6000000000000002,0.3999999999999998,0.020575757358150072,0.03055515825221995,0.026208819693857233,0.009011655297860197,-0.030401574242925656
2017-09-29,0.45000000000000007,0.5499999999999999,0.027801409931948573,0.025349274303723218,0.028387569190435342,0.007593779661774986,-0.035287574123878035
2017-10-31,0.6000000000000002,0.3999999999999998,0.022405383916511503,0.02980707116593248,0.028376103355635687,0.00869345284104634,-0.03417070219240719
2017-11-30,0.5000000000000001,0.4999999999999999,0.023450535407217532,0.02573633983752587,0.027387907841373772,0.008913632346077314,-0.03236822941598335
2017-12-29,0.45000000000000007,0.5499999999999999,0.03217829858103341,0.02592167733288937,0.03260599726014,0.00874456366939075,-0.040264432220819255
2018-01-31,0.5500000000000002,0.44999999999999984,0.022478487171044375,0.027080453603740357,0.028436312758744198,0.012128692354031797,-0.0307257767840845
2018-02-28,0.5000000000000001,0.4999999999999999,0.029312179704377,0.027592375775304757,0.033155003192510545,0.011460681281727093,-0.03837182350703872
2018-03-29,0.3500000000000001,0.6499999999999999,0.04846959598808109,0.03005606744512086,0.046524613416257285,0.0021899226400478532,-0.06789699748433806
2018-04-30,0.25000000000000006,0.75,0.0628645197390016,0.0287895724442541,0.04881232395214273,0.002460727694984335,-0.07095775823322976
2018-05-31,0.40000000000000013,0.5999999999999999,0.03622909418567291,0.02783918239113,0.03980168763111625,0.0024442812279057086,-0.057558250218768675
2018-06-29,0.40000000000000013,0.5999999999999999,0.03700966596160453,0.028305574998102663,0.04080125839642695,0.0014067606259368453,-0.05979512696870357
2018-07-31,0.5000000000000001,0.4999999999999999,0.02731012302340054,0.02739812043202948,0.03499362540225101,0.001786492054642841,-0.050903946048733675
2018-08-31,0.5000000000000001,0.4999999999999999,0.02734372691449624,0.02670484813273978,0.03550647804288928,0.002367757089034772,-0.050891959975299154
2018-09-28,0.6000000000000002,0.3999999999999998,0.022049689760989286,0.02515449177832958,0.028328784514207235,0.008970335873830185,-0.03372284089748067
2018-10-31,0.6500000000000001,0.34999999999999987,0.019817675917655663,0.02466982898001777,0.027090940555493975,0.010760332304164545,-0.029976078529076414
2018-11-30,0.25000000000000006,0.75,0.05518853832089242,0.025834526321890317,0.047227595757910794,-0.0026137706576272726,-0.07425516429449346
2018-12-31,0.30000000000000004,0.7,0.04440550155976179,0.024221625529035402,0.04266020377130038,-0.0020086509581082553,-0.06609895661505884
2019-01-31,0.15000000000000002,0.85,0.07426148564427915,0.025576730888060624,0.04816326866267835,-0.0005231018827195268,-0.07306800487673705
2019-02-28,0.30000000000000004,0.7,0.040981414660684695,0.025491262749943677,0.042908355473081417,0.0017296770374340459,-0.06293285617218808
2019-03-29,0.6000000000000002,0.3999999999999998,0.021642432087214593,0.02906014182327526,0.03425159839585093,-0.00041887266901099204,-0.05239627026278739
2019-04-30,0.45000000000000007,0.5499999999999999,0.032294653219355325,0.02854733927490334,0.042066808647789264,0.006881431534319077,-0.056518781437364815
2019-05-31,0.6500000000000001,0.34999999999999987,0.02048699034357823,0.029288946382527714,0.033007641074387375,0.012731115330383838,-0.03718034628119722
2019-06-28,0.3500000000000001,0.6499999999999999,0.04787554673564347,0.033491784842527926,0.053758820187211016,0.013688449407622292,-0.06754978087319424
2019-07-31,0.5000000000000001,0.4999999999999999,0.026842310075071412,0.026840081362399567,0.03694648128389752,0.017951681304295954,-0.03776804062155033
2019-08-30,0.40000000000000013,0.5999999999999999,0.036488790641442136,0.02735247183140585,0.04283047363730316,0.014817605554613087,-0.04962810490134165
2019-09-30,0.3500000000000001,0.6499999999999999,0.04349403208093166,0.03531622503756225,0.04957534220785213,0.021218878008371207,-0.05324413530340699
2019-10-31,0.6000000000000002,0.3999999999999998,0.025593231331825908,0.038860450393807595,0.039098819598120435,0.012589626110373717,-0.046558603286806936
2019-11-29,0.6000000000000002,0.3999999999999998,0.021759190977671598,0.03652815129448829,0.0353985652987616,0.014196186776126399,-0.038901661172016
2019-12-31,0.6500000000000001,0.34999999999999987,0.023747436819248496,0.03276108193483613,0.036093320466223086,0.017798414118960906,-0.03644156658037373
2020-01-31,0.7000000000000002,0.2999999999999998,0.020988192380823962,0.03458811467705169,0.0337516780881875,0.014900928282972296,-0.03582658884930896
2020-02-28,0.15000000000000002,0.85,0.060814951511094915,0.035182985519868315,0.04991175202606451,0.015322949558139828,-0.060644678480956934
2020-03-31,0.1,0.9,0.09996622739741569,0.04081115064909898,0.05896119808074837,0.014407629987406965,-0.0741341671337156
2020-04-30,0.15000000000000002,0.85,0.1499604215455302,0.08119023244684072,0.0993848467717664,0.019142390107717722,-0.13003488004993186
2020-05-29,0.15000000000000002,0.85,0.0695200167648522,0.04688587972076766,0.053355647828022545,0.025853988516612865,-0.05417948322542095
2020-06-30,0.20000000000000004,0.7999999999999999,0.04176576733375184,0.03520056552589327,0.03778942538641215,0.01948022774066051,-0.03730391033895772
2020-07-31,0.1,0.9,0.07124382524307936,0.03247206423846707,0.03835546226317944,0.023794740300838862,-0.0339384530939303
2020-08-31,0.15000000000000002,0.85,0.038498112245835395,0.025653525969061487,0.028556733740882235,0.022308197479891607,-0.020626903131431746
2020-09-30,0.5000000000000001,0.4999999999999999,0.028291123334262504,0.036034723623579124,0.031579137915738666,0.015435077997653875,-0.03263362887595413
2020-10-30,0.30000000000000004,0.7,0.05054195156468645,0.032930034850835,0.03677342923736532,0.013238359664918875,-0.0423217841911291
2020-11-30,0.20000000000000004,0.7999999999999999,0.07127844300340005,0.03870077774919844,0.043406811634760234,0.0027030092249794124,-0.06260720822716094
2020-12-31,0.3500000000000001,0.6499999999999999,0.0355941722572412,0.03081866436169638,0.03090339807011716,0.010679395734508929,-0.035975701370666816
2021-01-29,0.3500000000000001,0.6499999999999999,0.027504738981913416,0.022921392176844902,0.023334902727773527,0.009867062464762717,-0.025135291626897573
2021-02-26,0.15000000000000002,0.85,0.0764278316840924,0.031262077832879334,0.03178455918146217,-0.004864969968130966,-0.05294180874032422
2021-03-31,0.6000000000000002,0.3999999999999998,0.05309795947294439,0.09465640665135316,0.06341227934569038,0.005388980580312609,-0.09062943843822296
2021-04-30,0.5000000000000001,0.4999999999999999,0.03322106793768687,0.032953293156462206,0.03427916940170117,0.004066935390864191,-0.047551818711687566
2021-05-28,0.45000000000000007,0.5499999999999999,0.034799413566288726,0.02600647345715996,0.031730208302650165,0.006158492184074911,-0.04153682026990034
2021-06-30,0.5000000000000001,0.4999999999999999,0.026240197837693505,0.026296728542245962,0.026985823668998092,0.004349073188130097,-0.03622966231536704
2021-07-30,0.6000000000000002,0.3999999999999998,0.024100006525851446,0.03279190035345552,0.029258284940536193,0.011114984443011858,-0.03297244296779243
2021-08-31,0.5000000000000001,0.4999999999999999,0.031635652209341954,0.03243131066973136,0.032608238806212164,0.011669193127029168,-0.03744316508228908
2021-09-30,0.5000000000000001,0.4999999999999999,0.028407214939690964,0.033053761041337705,0.030749250379509353,0.015663061253391616,-0.030460814315872418
2021-10-29,0.3500000000000001,0.6499999999999999,0.055994464922426525,0.03769099633507551,0.04285220304615968,0.006911967108610359,-0.057666337460629165
2021-11-30,0.5500000000000002,0.44999999999999984,0.027211732570260085,0.036423296643507165,0.030433019282230914,0.014101615604322229,-0.03194791331902414
2021-12-31,0.3500000000000001,0.6499999999999999,0.07775971315715081,0.0597163251393065,0.06494576561807115,0.011307339416769412,-0.08651130901033732
2022-01-31,0.5000000000000001,0.4999999999999999,0.03112032448217612,0.03296320023318545,0.03210503375723421,0.009743987401970258,-0.03871356323388106
2022-02-28,0.25000000000000006,0.75,0.0736840642339305,0.04031951909831136,0.05274824619967322,-0.0025941541886475507,-0.08221652348815739
2022-03-31,0.45000000000000007,0.5499999999999999,0.05737335163741824,0.061855410507046495,0.06484944174914689,-0.0022963927702457825,-0.09997055539396611
2022-04-29,0.30000000000000004,0.7,0.06213330281206869,0.039916937442732225,0.05056745712295202,-0.0032174095445228145,-0.07936859522895084
2022-05-31,0.15000000000000002,0.85,0.13210428664289767,0.04953470752252441,0.07802561210833521,-0.02238138672236028,-0.1397198048848631
2022-06-30,0.45000000000000007,0.5499999999999999,0.06594265533332404,0.06466868643334288,0.09237162065709371,-0.021077062262142725,-0.1602344932477833
2022-07-29,0.3500000000000001,0.6499999999999999,0.06251939728198291,0.052662052534853974,0.07961150078365664,-0.029273620558514575,-0.14889087173399954
2022-08-31,0.25000000000000006,0.75,0.0679478089692375,0.039902397556373884,0.06934883752773857,-0.020984124761412492,-0.12520738105302034
2022-09-30,0.3500000000000001,0.6499999999999999,0.06292975918990662,0.04324923591591418,0.07287453508910323,-0.022865951928284264,-0.1323777545619391
2022-10-31,0.45000000000000007,0.5499999999999999,0.07493854248242711,0.0718216356622406,0.11551265213523619,-0.03202267054981529,-0.20549164875266956
2022-11-30,0.45000000000000007,0.5499999999999999,0.0625847335484731,0.05360023437853024,0.09237078384939036,-0.023038258078857423,-0.16159443385294298
2022-12-30,0.15000000000000002,0.85,0.0983242308401841,0.04866921844683679,0.09496031729160301,-0.020431911663468322,-0.16347238760087282
2023-01-31,0.5000000000000001,0.4999999999999999,0.05062289297990697,0.054514920994736295,0.08038495237794643,-0.01588951336682448,-0.13716694193374415
2023-02-28,0.40000000000000013,0.5999999999999999,0.056290669373205975,0.045010520620123354,0.07615216509415995,-0.012394618249635248,-0.12682286589087519
2023-03-31,0.6500000000000001,0.34999999999999987,0.04188224617784004,0.04478472669072288,0.07220255250545451,-0.009265671105177165,-0.11806949986335893
2023-04-28,0.6500000000000001,0.34999999999999987,0.05177195214772881,0.05714881050027489,0.09791286667133545,0.005473996439107644,-0.1413953035678955
2023-05-31,0.6000000000000002,0.3999999999999998,0.047129822734847816,0.05391690071130354,0.09105466962632432,0.009081126427996205,-0.12760087801149025
2023-06-30,0.7500000000000002,0.24999999999999978,0.039671562209328944,0.04806963543092037,0.08014632458249908,0.004592018213443298,-0.11592746866030532
2023-07-31,0.9000000000000002,0.09999999999999976,0.0397293198326401,0.04688273850761734,0.08107208718329269,0.020633954395102235,-0.1012741763798368
2023-08-31,0.9000000000000002,0.09999999999999976,0.02900732207587811,0.041863894299465874,0.06075450651981813,0.014698827201777245,-0.07643293257794996
2023-09-29,0.9000000000000002,0.09999999999999976,0.03584960671109431,0.04617434570927312,0.0746982288596694,0.015440041664076467,-0.09660730162542763
2023-10-31,0.9000000000000002,0.09999999999999976,0.036772200562891606,0.04663458599288377,0.07689016283116588,0.008613485353498712,-0.10672175889325011
2023-11-30,0.9000000000000002,0.09999999999999976,0.04164668099670403,0.05804015884634449,0.0871851680274983,0.002297632812660592,-0.12848011922858685
2023-12-29,0.9000000000000002,0.09999999999999976,0.034181882843684425,0.05819917271927457,0.0729372546744922,0.011238133018436552,-0.09816774899330176
2024-01-31,0.9000000000000002,0.09999999999999976,0.031539864589656186,0.05788135779119644,0.0667579054195123,0.014294348200379252,-0.0858425099288892
2024-02-29,0.6500000000000001,0.34999999999999987,0.038444466430084936,0.04694271344019165,0.07439482839370946,0.007835248211675834,-0.10425699437888836
2024-03-28,0.9000000000000002,0.09999999999999976,0.03499158002365107,0.045650060755877284,0.07117994829772907,0.019511730323523373,-0.08775819212307023
2024-04-30,0.9000000000000002,0.09999999999999976,0.030288001875570403,0.03794832636028724,0.061969788158936195,0.028576551376119322,-0.06437813086228497
2024-05-31,0.5500000000000002,0.44999999999999984,0.0429031507227655,0.04253055248936973,0.07598750712898389,0.015753499605848115,-0.09892776108762773
2024-06-28,0.9000000000000002,0.09999999999999976,0.033643510849670016,0.040825434747773635,0.06804650350682313,0.021068092889750176,-0.08170166237048454
2024-07-31,0.9000000000000002,0.09999999999999976,0.02454613186873886,0.048559776471059315,0.052199174616207863,0.01854760362791012,-0.059751158296401666
2024-08-30,0.40000000000000013,0.5999999999999999,0.047435999193084374,0.04405985789955864,0.07881814694176784,0.007815466547481276,-0.11141175386517048
2024-09-30,0.45000000000000007,0.5499999999999999,0.04393850159991649,0.04504830769152655,0.07628269720202076,0.010942239741049242,-0.1035818060619819
2024-10-31,0.5000000000000001,0.4999999999999999,0.035826689467420084,0.0396934327048436,0.06504591973889524,0.016196669214970975,-0.0814722103933719
2024-11-29,0.30000000000000004,0.7,0.04312764332117925,0.035462259294339514,0.06431134575238535,0.014082882417579518,-0.08278413621099852
2024-12-31,0.9000000000000002,0.09999999999999976,0.033441472651149336,0.04801786346410008,0.06859624309728728,0.022172754030045278,-0.08192161061588564
